secid,date,days,cp_flag,delta,impl_volatility,impl_strike,impl_premium,dispersion
101310.0,2022-01-03,547.0,C,30.0,0.292382,4439.364,194.6926,0.003574
101310.0,2022-01-03,547.0,C,35.0,0.294222,4230.769,240.2736,0.003474
101310.0,2022-01-03,547.0,C,40.0,0.296009,4039.706,289.909,0.003246
101310.0,2022-01-03,547.0,C,45.0,0.297764,3861.07,343.9557,0.003339
101310.0,2022-01-03,547.0,C,50.0,0.299767,3691.376,403.2616,0.003665
101310.0,2022-01-03,547.0,C,55.0,0.301971,3527.206,468.5185,0.003913
101310.0,2022-01-03,547.0,C,60.0,0.304136,3365.594,540.3788,0.004025
101310.0,2022-01-03,547.0,C,65.0,0.306194,3204.019,619.9286,0.004294
101310.0,2022-01-03,547.0,C,70.0,0.308534,3039.878,709.541,0.005814
101310.0,2022-01-03,547.0,C,75.0,0.312995,2867.698,815.4993,0.011485
101310.0,2022-01-03,547.0,C,80.0,0.325546,2671.192,955.9771,0.023589
101310.0,2022-01-03,547.0,C,85.0,0.349471,2426.878,1150.611,0.033266
101310.0,2022-01-03,547.0,C,90.0,0.371384,2136.663,1387.929,0.033461
101310.0,2022-01-03,730.0,P,-90.0,0.283998,5789.384,2407.382,0.001681
101310.0,2022-01-03,730.0,P,-85.0,0.283679,5400.765,2045.269,0.001596
101310.0,2022-01-03,730.0,P,-80.0,0.283349,5072.602,1749.695,0.001469
101310.0,2022-01-03,730.0,P,-75.0,0.283216,4791.472,1506.139,0.001465
101310.0,2022-01-03,730.0,P,-70.0,0.283651,4544.745,1302.011,0.001907
101310.0,2022-01-03,730.0,P,-65.0,0.284901,4324.534,1129.546,0.002553
101310.0,2022-01-03,730.0,P,-60.0,0.286733,4121.757,979.9381,0.002931
101310.0,2022-01-03,730.0,P,-55.0,0.288766,3930.247,847.1246,0.002984
101310.0,2022-01-03,730.0,P,-50.0,0.290661,3745.437,726.7217,0.002806
101310.0,2022-01-03,730.0,P,-45.0,0.292214,3564.989,616.6446,0.002633
101310.0,2022-01-03,730.0,P,-40.0,0.293505,3387.358,516.2247,0.002618
101310.0,2022-01-03,730.0,P,-35.0,0.294727,3210.534,424.7852,0.002893
101310.0,2022-01-03,730.0,P,-30.0,0.296274,3031.825,342.1999,0.003957
101310.0,2022-01-03,730.0,P,-25.0,0.299341,2846.206,268.8307,0.006958
101310.0,2022-01-03,730.0,P,-20.0,0.306584,2642.419,204.9776,0.012464
101310.0,2022-01-03,730.0,P,-15.0,0.318307,2406.071,147.5496,0.017223
101310.0,2022-01-03,730.0,P,-10.0,0.329509,2128.132,92.40475,0.018717
101310.0,2022-01-03,730.0,C,10.0,0.292484,6435.215,56.80738,0.002274
101310.0,2022-01-03,730.0,C,15.0,0.29303,5821.629,92.27912,0.002303
101310.0,2022-01-03,730.0,C,20.0,0.293589,5375.482,131.4382,0.002214
101310.0,2022-01-03,730.0,C,25.0,0.294162,5019.576,174.2482,0.002115
101310.0,2022-01-03,730.0,C,30.0,0.294867,4720.274,220.824,0.002112
101310.0,2022-01-03,730.0,C,35.0,0.295857,4459.12,271.5187,0.002303
101310.0,2022-01-03,730.0,C,40.0,0.297283,4225.18,326.8651,0.00282
101310.0,2022-01-03,730.0,C,45.0,0.299333,4010.702,387.6227,0.00351
101310.0,2022-01-03,730.0,C,50.0,0.301831,3808.466,454.3794,0.003809
101310.0,2022-01-03,730.0,C,55.0,0.304143,3613.01,527.2625,0.003627
101310.0,2022-01-03,730.0,C,60.0,0.306009,3421.457,606.7435,0.003402
101310.0,2022-01-03,730.0,C,65.0,0.307646,3231.79,694.1506,0.003629
101310.0,2022-01-03,730.0,C,70.0,0.309676,3041.152,792.4446,0.005381
101310.0,2022-01-03,730.0,C,75.0,0.31411,2843.43,908.669,0.010834
101310.0,2022-01-03,730.0,C,80.0,0.325825,2622.97,1059.505,0.020428
101310.0,2022-01-03,730.0,C,85.0,0.34485,2361.71,1256.88,0.026859
101310.0,2022-01-03,730.0,C,90.0,0.361466,2057.542,1495.199,0.026978
101310.0,2022-01-04,10.0,P,-90.0,0.239152,3527.372,182.7906,0.00646
101310.0,2022-01-04,10.0,P,-85.0,0.237428,3492.514,151.7791,0.004915
101310.0,2022-01-04,10.0,P,-80.0,0.23636,3465.473,129.0309,0.00354
101310.0,2022-01-04,10.0,P,-75.0,0.236282,3442.925,111.2693,0.003106
101310.0,2022-01-04,10.0,P,-70.0,0.236731,3422.96,96.61359,0.003148
101310.0,2022-01-04,10.0,P,-65.0,0.23705,3404.464,83.93295,0.00299
101310.0,2022-01-04,10.0,P,-60.0,0.237196,3386.918,72.73122,0.00271
101310.0,2022-01-04,10.0,P,-55.0,0.237546,3370.023,62.83288,0.002583
101310.0,2022-01-04,10.0,P,-50.0,0.238332,3353.435,54.04239,0.00272
101310.0,2022-01-04,10.0,P,-45.0,0.239594,3336.799,46.15523,0.003056
101310.0,2022-01-04,10.0,P,-40.0,0.241322,3319.741,39.01847,0.003495
101310.0,2022-01-04,10.0,P,-35.0,0.243435,3301.884,32.50066,0.003958
101310.0,2022-01-04,10.0,P,-30.0,0.245908,3282.789,26.51343,0.004757
101310.0,2022-01-04,10.0,P,-25.0,0.249179,3261.675,21.03145,0.007043
101310.0,2022-01-04,10.0,P,-20.0,0.254266,3237.083,16.05236,0.013171
101310.0,2022-01-04,10.0,P,-15.0,0.262333,3206.409,11.51915,0.026731
101310.0,2022-01-04,10.0,P,-10.0,0.27538,3164.01,7.366255,0.049878
101310.0,2022-01-04,10.0,C,10.0,0.283462,3562.518,7.297279,0.035582
101310.0,2022-01-04,10.0,C,15.0,0.270504,3513.63,11.41965,0.02355
101310.0,2022-01-04,10.0,C,20.0,0.261406,3478.481,15.84988,0.013923
101310.0,2022-01-04,10.0,C,25.0,0.255685,3451.069,20.69877,0.007924
101310.0,2022-01-04,10.0,C,30.0,0.252316,3428.128,26.05495,0.004947
101310.0,2022-01-04,10.0,C,35.0,0.250515,3407.837,31.98359,0.003694
101310.0,2022-01-04,10.0,C,40.0,0.249895,3389.126,38.5686,0.003332
101310.0,2022-01-04,10.0,C,45.0,0.250203,3371.292,45.92411,0.00346
101310.0,2022-01-04,10.0,C,50.0,0.251247,3353.807,54.17293,0.003943
101310.0,2022-01-04,10.0,C,55.0,0.253071,3336.236,63.5051,0.004926
101310.0,2022-01-04,10.0,C,60.0,0.255858,3318.105,74.23838,0.006311
101310.0,2022-01-04,10.0,C,65.0,0.259564,3298.905,86.71076,0.007798
101310.0,2022-01-04,10.0,C,70.0,0.264156,3278.052,101.3797,0.010545
101310.0,2022-01-04,10.0,C,75.0,0.270669,3254.391,119.3953,0.021962
101310.0,2022-01-04,10.0,C,80.0,0.283151,3224.796,144.0149,0.058147
101310.0,2022-01-04,10.0,C,85.0,0.314451,3179.195,185.5536,0.133536
101310.0,2022-01-04,10.0,C,90.0,0.389134,3091.784,269.582,0.239274
101310.0,2022-01-04,30.0,P,-90.0,0.288119,3736.296,397.5574,0.019841
101310.0,2022-01-04,30.0,P,-85.0,0.285424,3659.261,328.312,0.018997
101310.0,2022-01-04,30.0,P,-80.0,0.284129,3600.642,278.4175,0.018154
101310.0,2022-01-04,30.0,P,-75.0,0.284194,3552.275,239.7901,0.017577
101310.0,2022-01-04,30.0,P,-70.0,0.284881,3509.678,207.9909,0.0173
101310.0,2022-01-04,30.0,P,-65.0,0.28578,3470.566,180.7756,0.017228
101310.0,2022-01-04,30.0,P,-60.0,0.286885,3433.676,156.983,0.017225
101310.0,2022-01-04,30.0,P,-55.0,0.288257,3398.128,135.9258,0.017239
101310.0,2022-01-04,30.0,P,-50.0,0.289838,3363.177,117.0434,0.017317
101310.0,2022-01-04,30.0,P,-45.0,0.291436,3328.209,99.88838,0.017542
101310.0,2022-01-04,30.0,P,-40.0,0.292816,3292.681,84.14536,0.018024
101310.0,2022-01-04,30.0,P,-35.0,0.293936,3256.092,69.6665,0.018883
101310.0,2022-01-04,30.0,P,-30.0,0.29544,3217.562,56.49014,0.020494
101310.0,2022-01-04,30.0,P,-25.0,0.30064,3174.136,44.97195,0.024621
101310.0,2022-01-04,30.0,P,-20.0,0.316236,3118.214,35.40328,0.031339
101310.0,2022-01-04,30.0,P,-15.0,0.336663,3046.789,26.23417,0.034679
101310.0,2022-01-04,30.0,P,-10.0,0.352047,2960.092,16.69855,0.038709
101310.0,2022-01-04,30.0,C,10.0,0.311893,3773.934,13.66901,0.03145
101310.0,2022-01-04,30.0,C,15.0,0.302507,3680.995,21.71734,0.023768
101310.0,2022-01-04,30.0,C,20.0,0.297158,3614.195,30.60594,0.019353
101310.0,2022-01-04,30.0,C,25.0,0.294881,3561.336,40.50239,0.017524
101310.0,2022-01-04,30.0,C,30.0,0.294182,3515.991,51.47997,0.016893
101310.0,2022-01-04,30.0,C,35.0,0.294226,3475.001,63.58331,0.016763
101310.0,2022-01-04,30.0,C,40.0,0.294859,3436.725,76.93803,0.016822
101310.0,2022-01-04,30.0,C,45.0,0.296075,3400.056,91.76484,0.01693
101310.0,2022-01-04,30.0,C,50.0,0.297728,3364.095,108.2602,0.017083
101310.0,2022-01-04,30.0,C,55.0,0.299504,3328.128,126.5858,0.017324
101310.0,2022-01-04,30.0,C,60.0,0.301096,3291.563,146.9645,0.017753
101310.0,2022-01-04,30.0,C,65.0,0.302526,3253.855,169.8001,0.018588
101310.0,2022-01-04,30.0,C,70.0,0.304894,3213.882,196.328,0.020909
101310.0,2022-01-04,30.0,C,75.0,0.313492,3167.4,231.3838,0.029869
101310.0,2022-01-04,30.0,C,80.0,0.337445,3104.161,285.4981,0.049301
101310.0,2022-01-04,30.0,C,85.0,0.368064,3021.313,359.2178,0.073755
101310.0,2022-01-04,30.0,C,90.0,0.396289,2916.385,454.1975,0.102886
101310.0,2022-01-04,60.0,P,-90.0,0.287014,3912.707,577.9409,0.009791
101310.0,2022-01-04,60.0,P,-85.0,0.284534,3800.743,476.7297,0.008937
101310.0,2022-01-04,60.0,P,-80.0,0.283008,3715.238,403.2408,0.007995
101310.0,2022-01-04,60.0,P,-75.0,0.282641,3644.901,346.2684,0.007417
101310.0,2022-01-04,60.0,P,-70.0,0.282799,3583.284,299.4017,0.007178
101310.0,2022-01-04,60.0,P,-65.0,0.283017,3527.02,259.2872,0.007093
101310.0,2022-01-04,60.0,P,-60.0,0.283517,3474.457,224.4579,0.007049
101310.0,2022-01-04,60.0,P,-55.0,0.2845,3424.284,193.9149,0.00701
101310.0,2022-01-04,60.0,P,-50.0,0.285876,3375.313,166.7297,0.006977
101310.0,2022-01-04,60.0,P,-45.0,0.287507,3326.571,142.2233,0.006981
101310.0,2022-01-04,60.0,P,-40.0,0.289427,3277.122,119.9655,0.007068
101310.0,2022-01-04,60.0,P,-35.0,0.291954,3225.911,99.76462,0.007436
101310.0,2022-01-04,60.0,P,-30.0,0.295767,3171.29,81.51902,0.008713
101310.0,2022-01-04,60.0,P,-25.0,0.301785,3110.55,65.0463,0.011687
101310.0,2022-01-04,60.0,P,-20.0,0.310715,3039.693,50.05167,0.017008
101310.0,2022-01-04,60.0,P,-15.0,0.322723,2952.979,36.13316,0.024927
101310.0,2022-01-04,60.0,P,-10.0,0.337226,2840.571,22.97145,0.034809
101310.0,2022-01-04,60.0,C,10.0,0.309505,3969.606,18.90762,0.025737
101310.0,2022-01-04,60.0,C,15.0,0.300321,3832.818,30.03338,0.018642
101310.0,2022-01-04,60.0,C,20.0,0.294376,3734.315,42.21263,0.012616
101310.0,2022-01-04,60.0,C,25.0,0.291604,3657.314,55.73056,0.009339
101310.0,2022-01-04,60.0,C,30.0,0.290568,3591.994,70.70287,0.008181
101310.0,2022-01-04,60.0,C,35.0,0.29016,3533.306,87.13033,0.00778
101310.0,2022-01-04,60.0,C,40.0,0.290324,3478.943,105.1906,0.007604
101310.0,2022-01-04,60.0,C,45.0,0.291192,3427.306,125.2217,0.007561
101310.0,2022-01-04,60.0,C,50.0,0.292621,3377.032,147.5007,0.007579
101310.0,2022-01-04,60.0,C,55.0,0.294405,3327.032,172.3263,0.007619
101310.0,2022-01-04,60.0,C,60.0,0.296559,3276.292,200.2256,0.00775
101310.0,2022-01-04,60.0,C,65.0,0.299501,3223.665,232.1665,0.008366
101310.0,2022-01-04,60.0,C,70.0,0.304172,3167.254,269.9755,0.010521
101310.0,2022-01-04,60.0,C,75.0,0.311903,3103.797,316.7406,0.015988
101310.0,2022-01-04,60.0,C,80.0,0.324103,3028.165,377.273,0.027904
101310.0,2022-01-04,60.0,C,85.0,0.342464,2931.915,459.5698,0.048723
101310.0,2022-01-04,60.0,C,90.0,0.36842,2800.092,578.0204,0.075817
101310.0,2022-01-04,91.0,P,-90.0,0.277253,4033.512,700.9133,0.005799
101310.0,2022-01-04,91.0,P,-85.0,0.274969,3898.032,578.0135,0.005003
101310.0,2022-01-04,91.0,P,-80.0,0.273561,3794.549,488.6312,0.004006
101310.0,2022-01-04,91.0,P,-75.0,0.273336,3709.734,419.5276,0.003527
101310.0,2022-01-04,91.0,P,-70.0,0.274108,3636.131,363.4114,0.003538
101310.0,2022-01-04,91.0,P,-65.0,0.275493,3569.327,315.9999,0.003641
101310.0,2022-01-04,91.0,P,-60.0,0.277239,3506.651,274.7696,0.003767
101310.0,2022-01-04,91.0,P,-55.0,0.279237,3446.347,238.2111,0.003802
101310.0,2022-01-04,91.0,P,-50.0,0.281169,3387.112,205.1614,0.003784
101310.0,2022-01-04,91.0,P,-45.0,0.282981,3328.072,175.0596,0.004047
101310.0,2022-01-04,91.0,P,-40.0,0.28499,3268.293,147.6513,0.004609
101310.0,2022-01-04,91.0,P,-35.0,0.287435,3206.614,122.7077,0.005445
101310.0,2022-01-04,91.0,P,-30.0,0.29064,3141.396,100.0199,0.007138
101310.0,2022-01-04,91.0,P,-25.0,0.295872,3069.537,79.58136,0.010898
101310.0,2022-01-04,91.0,P,-20.0,0.305519,2984.756,61.41042,0.017611
101310.0,2022-01-04,91.0,P,-15.0,0.320171,2878.845,44.74961,0.027433
101310.0,2022-01-04,91.0,P,-10.0,0.338047,2740.802,28.75658,0.039681
101310.0,2022-01-04,91.0,C,10.0,0.299292,4108.847,22.30401,0.023315
101310.0,2022-01-04,91.0,C,15.0,0.289614,3938.529,35.32204,0.016768
101310.0,2022-01-04,91.0,C,20.0,0.283353,3817.367,49.53984,0.009829
101310.0,2022-01-04,91.0,C,25.0,0.280707,3724.171,65.38224,0.005358
101310.0,2022-01-04,91.0,C,30.0,0.280456,3646.306,83.11314,0.00396
101310.0,2022-01-04,91.0,C,35.0,0.281572,3576.999,102.885,0.003862
101310.0,2022-01-04,91.0,C,40.0,0.283359,3512.465,124.8093,0.003944
101310.0,2022-01-04,91.0,C,45.0,0.285482,3450.516,149.1002,0.004
101310.0,2022-01-04,91.0,C,50.0,0.287591,3389.728,175.9071,0.004052
101310.0,2022-01-04,91.0,C,55.0,0.289605,3329.158,205.5405,0.004396
101310.0,2022-01-04,91.0,C,60.0,0.291841,3267.818,238.7104,0.005068
101310.0,2022-01-04,91.0,C,65.0,0.294582,3204.489,276.408,0.006121
101310.0,2022-01-04,91.0,C,70.0,0.29831,3137.381,320.2456,0.008438
101310.0,2022-01-04,91.0,C,75.0,0.304792,3062.802,373.9932,0.014213
101310.0,2022-01-04,91.0,C,80.0,0.317615,2972.762,445.7532,0.026974
101310.0,2022-01-04,91.0,C,85.0,0.339317,2855.224,546.7249,0.048922
101310.0,2022-01-04,91.0,C,90.0,0.369841,2693.356,692.405,0.07528
101310.0,2022-01-04,122.0,P,-90.0,0.278244,4161.473,830.9874,0.004877
101310.0,2022-01-04,122.0,P,-85.0,0.276531,4002.423,686.3909,0.004307
101310.0,2022-01-04,122.0,P,-80.0,0.275594,3880.649,580.8833,0.003652
101310.0,2022-01-04,122.0,P,-75.0,0.275635,3780.511,498.8811,0.003367
101310.0,2022-01-04,122.0,P,-70.0,0.276354,3693.255,431.7338,0.003418
101310.0,2022-01-04,122.0,P,-65.0,0.277581,3614.2,374.9129,0.00375
101310.0,2022-01-04,122.0,P,-60.0,0.279374,3540.502,325.8694,0.0042
101310.0,2022-01-04,122.0,P,-55.0,0.281514,3469.81,282.5007,0.004528
101310.0,2022-01-04,122.0,P,-50.0,0.283608,3400.498,243.3202,0.004905
101310.0,2022-01-04,122.0,P,-45.0,0.285666,3331.528,207.7027,0.005604
101310.0,2022-01-04,122.0,P,-40.0,0.288081,3261.76,175.3543,0.006616
101310.0,2022-01-04,122.0,P,-35.0,0.291267,3189.687,146.0543,0.008033
101310.0,2022-01-04,122.0,P,-30.0,0.295829,3113.038,119.5771,0.010226
101310.0,2022-01-04,122.0,P,-25.0,0.302858,3028.059,95.69108,0.013361
101310.0,2022-01-04,122.0,P,-20.0,0.313002,2929.379,73.88947,0.017989
101310.0,2022-01-04,122.0,P,-15.0,0.326235,2809.65,53.51766,0.02751
101310.0,2022-01-04,122.0,P,-10.0,0.34499,2651.344,34.44071,0.042383
101310.0,2022-01-04,122.0,C,10.0,0.29653,4243.41,25.36606,0.016667
101310.0,2022-01-04,122.0,C,15.0,0.289608,4049.276,40.50398,0.012309
101310.0,2022-01-04,122.0,C,20.0,0.284943,3908.701,57.08272,0.007512
101310.0,2022-01-04,122.0,C,25.0,0.282975,3798.958,75.47501,0.004364
101310.0,2022-01-04,122.0,C,30.0,0.28287,3706.613,95.93771,0.003499
101310.0,2022-01-04,122.0,C,35.0,0.283824,3624.321,118.6263,0.003705
101310.0,2022-01-04,122.0,C,40.0,0.285517,3548.121,143.7715,0.004153
101310.0,2022-01-04,122.0,C,45.0,0.287655,3475.319,171.6416,0.004533
101310.0,2022-01-04,122.0,C,50.0,0.289861,3404.121,202.4172,0.004984
101310.0,2022-01-04,122.0,C,55.0,0.292119,3333.352,236.5241,0.005775
101310.0,2022-01-04,122.0,C,60.0,0.294795,3261.773,274.8316,0.006924
101310.0,2022-01-04,122.0,C,65.0,0.298333,3187.789,318.6906,0.008585
101310.0,2022-01-04,122.0,C,70.0,0.303479,3108.954,370.3381,0.011315
101310.0,2022-01-04,122.0,C,75.0,0.31165,3021.037,433.8145,0.015934
101310.0,2022-01-04,122.0,C,80.0,0.324222,2917.406,515.2769,0.025354
101310.0,2022-01-04,122.0,C,85.0,0.343374,2786.671,625.5568,0.044664
101310.0,2022-01-04,122.0,C,90.0,0.374414,2603.656,789.2827,0.0696
101310.0,2022-01-04,152.0,P,-90.0,0.277944,4270.438,941.4869,0.004329
101310.0,2022-01-04,152.0,P,-85.0,0.276399,4090.985,777.9319,0.003684
101310.0,2022-01-04,152.0,P,-80.0,0.275564,3953.359,658.2432,0.002907
101310.0,2022-01-04,152.0,P,-75.0,0.275616,3840.149,565.036,0.002536
101310.0,2022-01-04,152.0,P,-70.0,0.276224,3741.478,488.5035,0.002641
101310.0,2022-01-04,152.0,P,-65.0,0.277274,3652.238,423.699,0.003097
101310.0,2022-01-04,152.0,P,-60.0,0.278868,3569.319,367.8305,0.003724
101310.0,2022-01-04,152.0,P,-55.0,0.281013,3490.198,318.7626,0.004389
101310.0,2022-01-04,152.0,P,-50.0,0.283729,3413.015,275.1279,0.005144
101310.0,2022-01-04,152.0,P,-45.0,0.287154,3336.121,236.0253,0.005986
101310.0,2022-01-04,152.0,P,-40.0,0.291218,3257.756,200.4431,0.006816
101310.0,2022-01-04,152.0,P,-35.0,0.295788,3176.285,167.7378,0.007869
101310.0,2022-01-04,152.0,P,-30.0,0.301224,3089.609,137.6873,0.009441
101310.0,2022-01-04,152.0,P,-25.0,0.308038,2994.607,110.0149,0.011621
101310.0,2022-01-04,152.0,P,-20.0,0.316332,2886.948,84.33298,0.01559
101310.0,2022-01-04,152.0,P,-15.0,0.326879,2758.915,60.49377,0.024548
101310.0,2022-01-04,152.0,P,-10.0,0.342978,2591.168,38.58968,0.038906
101310.0,2022-01-04,152.0,C,10.0,0.294699,4363.565,27.93335,0.013553
101310.0,2022-01-04,152.0,C,15.0,0.28891,4145.906,44.74275,0.010176
101310.0,2022-01-04,152.0,C,20.0,0.284791,3987.135,63.1429,0.006137
101310.0,2022-01-04,152.0,C,25.0,0.282989,3862.716,83.50162,0.003233
101310.0,2022-01-04,152.0,C,30.0,0.282879,3758.034,106.0918,0.002497
101310.0,2022-01-04,152.0,C,35.0,0.28366,3664.833,131.0497,0.002887
101310.0,2022-01-04,152.0,C,40.0,0.285094,3578.802,158.6271,0.003564
101310.0,2022-01-04,152.0,C,45.0,0.28714,3497.082,189.2263,0.004327
101310.0,2022-01-04,152.0,C,50.0,0.289843,3417.65,223.3827,0.005227
101310.0,2022-01-04,152.0,C,55.0,0.293386,3338.712,261.8985,0.006259
101310.0,2022-01-04,152.0,C,60.0,0.297754,3258.347,305.6328,0.007309
101310.0,2022-01-04,152.0,C,65.0,0.302812,3174.726,355.6575,0.008642
101310.0,2022-01-04,152.0,C,70.0,0.308963,3085.556,413.9756,0.010734
101310.0,2022-01-04,152.0,C,75.0,0.316891,2987.342,483.8027,0.014241
101310.0,2022-01-04,152.0,C,80.0,0.327186,2874.805,570.0461,0.022104
101310.0,2022-01-04,152.0,C,85.0,0.342329,2736.949,683.666,0.038777
101310.0,2022-01-04,152.0,C,90.0,0.368353,2547.29,850.9471,0.061808
101310.0,2022-01-04,182.0,P,-90.0,0.277709,4371.742,1044.016,0.004152
101310.0,2022-01-04,182.0,P,-85.0,0.276276,4173.453,862.8748,0.003573
101310.0,2022-01-04,182.0,P,-80.0,0.275502,4021.158,729.9858,0.002843
101310.0,2022-01-04,182.0,P,-75.0,0.275555,3895.873,626.3437,0.002461
101310.0,2022-01-04,182.0,P,-70.0,0.276117,3786.747,541.1578,0.002546
101310.0,2022-01-04,182.0,P,-65.0,0.277093,3688.208,469.0263,0.002999
101310.0,2022-01-04,182.0,P,-60.0,0.2786,3596.874,406.8954,0.003682
101310.0,2022-01-04,182.0,P,-55.0,0.280711,3509.976,352.4454,0.004487
101310.0,2022-01-04,182.0,P,-50.0,0.283553,3425.48,304.2638,0.005393
101310.0,2022-01-04,182.0,P,-45.0,0.287351,3341.447,261.3341,0.006195
101310.0,2022-01-04,182.0,P,-40.0,0.291881,3255.767,222.2742,0.006592
101310.0,2022-01-04,182.0,P,-35.0,0.296573,3166.767,186.0363,0.00707
101310.0,2022-01-04,182.0,P,-30.0,0.301679,3072.567,152.4706,0.008451
101310.0,2022-01-04,182.0,P,-25.0,0.308055,2969.913,121.5999,0.01094
101310.0,2022-01-04,182.0,P,-20.0,0.316192,2853.814,93.13947,0.015403
101310.0,2022-01-04,182.0,P,-15.0,0.326976,2715.712,66.85046,0.024491
101310.0,2022-01-04,182.0,P,-10.0,0.343407,2535.517,42.67944,0.038017
101310.0,2022-01-04,182.0,C,10.0,0.293376,4477.128,30.22821,0.011701
101310.0,2022-01-04,182.0,C,15.0,0.288368,4236.929,48.5182,0.008905
101310.0,2022-01-04,182.0,C,20.0,0.284658,4061.023,68.53619,0.005513
101310.0,2022-01-04,182.0,C,25.0,0.282965,3922.799,90.63475,0.003052
101310.0,2022-01-04,182.0,C,30.0,0.282842,3806.597,115.1044,0.002453
101310.0,2022-01-04,182.0,C,35.0,0.28355,3703.353,142.0929,0.002834
101310.0,2022-01-04,182.0,C,40.0,0.284891,3608.326,171.8761,0.003564
101310.0,2022-01-04,182.0,C,45.0,0.286902,3518.386,204.9149,0.004488
101310.0,2022-01-04,182.0,C,50.0,0.289741,3431.289,241.8878,0.005577
101310.0,2022-01-04,182.0,C,55.0,0.293686,3344.913,283.7853,0.006617
101310.0,2022-01-04,182.0,C,60.0,0.298568,3256.959,331.4586,0.007248
101310.0,2022-01-04,182.0,C,65.0,0.303777,3165.522,385.5883,0.007942
101310.0,2022-01-04,182.0,C,70.0,0.309568,3068.561,447.9779,0.009776
101310.0,2022-01-04,182.0,C,75.0,0.317014,2962.437,522.3322,0.013585
101310.0,2022-01-04,182.0,C,80.0,0.327176,2841.069,614.4867,0.021796
101310.0,2022-01-04,182.0,C,85.0,0.342573,2692.532,736.2075,0.037946
101310.0,2022-01-04,182.0,C,90.0,0.368351,2490.392,913.4636,0.058921
101310.0,2022-01-04,273.0,P,-90.0,0.279685,4660.583,1335.551,0.003036
101310.0,2022-01-04,273.0,P,-85.0,0.278725,4411.535,1106.836,0.002652
101310.0,2022-01-04,273.0,P,-80.0,0.278223,4218.335,936.863,0.002422
101310.0,2022-01-04,273.0,P,-75.0,0.278221,4058.413,802.8691,0.002721
101310.0,2022-01-04,273.0,P,-70.0,0.278661,3919.434,692.5659,0.003403
101310.0,2022-01-04,273.0,P,-65.0,0.279799,3795.15,600.0361,0.004307
101310.0,2022-01-04,273.0,P,-60.0,0.282052,3681.292,521.6686,0.005251
101310.0,2022-01-04,273.0,P,-55.0,0.285266,3573.364,453.4691,0.005652
101310.0,2022-01-04,273.0,P,-50.0,0.288591,3467.724,391.8516,0.005331
101310.0,2022-01-04,273.0,P,-45.0,0.291534,3362.491,335.0497,0.004811
101310.0,2022-01-04,273.0,P,-40.0,0.294165,3256.559,282.5895,0.004545
101310.0,2022-01-04,273.0,P,-35.0,0.296749,3148.571,234.3933,0.004813
101310.0,2022-01-04,273.0,P,-30.0,0.299814,3036.392,190.4613,0.00619
101310.0,2022-01-04,273.0,P,-25.0,0.304726,2915.712,151.0021,0.00989
101310.0,2022-01-04,273.0,P,-20.0,0.314129,2777.353,116.1658,0.017318
101310.0,2022-01-04,273.0,P,-15.0,0.330201,2606.82,84.90366,0.027561
101310.0,2022-01-04,273.0,P,-10.0,0.350957,2388.189,54.91361,0.034906
101310.0,2022-01-04,273.0,C,10.0,0.292337,4805.938,36.24754,0.006676
101310.0,2022-01-04,273.0,C,15.0,0.28975,4504.349,58.56109,0.005337
101310.0,2022-01-04,273.0,C,20.0,0.287824,4281.927,83.10984,0.004022
101310.0,2022-01-04,273.0,C,25.0,0.286712,4103.846,110.0088,0.003515
101310.0,2022-01-04,273.0,C,30.0,0.286367,3952.927,139.4629,0.003921
101310.0,2022-01-04,273.0,C,35.0,0.286997,3820.358,171.9337,0.004773
101310.0,2022-01-04,273.0,C,40.0,0.28901,3700.474,208.1551,0.005826
101310.0,2022-01-04,273.0,C,45.0,0.292329,3588.037,248.7912,0.006468
101310.0,2022-01-04,273.0,C,50.0,0.296046,3478.615,293.9789,0.006305
101310.0,2022-01-04,273.0,C,55.0,0.299433,3369.723,343.7308,0.005778
101310.0,2022-01-04,273.0,C,60.0,0.302447,3260.139,398.5842,0.005441
101310.0,2022-01-04,273.0,C,65.0,0.305376,3148.473,459.8696,0.00574
101310.0,2022-01-04,273.0,C,70.0,0.308922,3032.447,529.9742,0.007623
101310.0,2022-01-04,273.0,C,75.0,0.315028,2907.03,614.3786,0.013224
101310.0,2022-01-04,273.0,C,80.0,0.327896,2760.221,725.5261,0.024996
101310.0,2022-01-04,273.0,C,85.0,0.351109,2573.201,880.6577,0.039728
101310.0,2022-01-04,273.0,C,90.0,0.379756,2332.233,1089.444,0.047752
101310.0,2022-01-04,365.0,P,-90.0,0.280462,4913.576,1589.816,0.002215
101310.0,2022-01-04,365.0,P,-85.0,0.279995,4624.568,1323.427,0.002087
101310.0,2022-01-04,365.0,P,-80.0,0.279984,4398.114,1123.191,0.002197
101310.0,2022-01-04,365.0,P,-75.0,0.280709,4210.727,965.37,0.002787
101310.0,2022-01-04,365.0,P,-70.0,0.282357,4049.018,836.7605,0.003623
101310.0,2022-01-04,365.0,P,-65.0,0.284717,3903.663,728.312,0.004139
101310.0,2022-01-04,365.0,P,-60.0,0.287283,3768.078,633.4996,0.004142
101310.0,2022-01-04,365.0,P,-55.0,0.289684,3638.212,548.3541,0.003851
101310.0,2022-01-04,365.0,P,-50.0,0.291751,3511.939,470.9971,0.003598
